passage_id,class,source_id,word_count,char_len,era,chunk_method,band
modhuman_057,modhuman,wp_160,177,976,modern_human,sent_budget,main
modhuman_058,modhuman,wp_208,179,810,modern_human,sent_budget,main
modhuman_059,modhuman,wp_17,221,1198,modern_human,sent_budget,main
modhuman_060,modhuman,wp_60,283,1496,modern_human,sent_budget,main
modhuman_061,modhuman,wp_166,174,852,modern_human,sent_budget,main
modhuman_062,modhuman,wp_109,180,923,modern_human,sent_budget,main
modhuman_063,modhuman,wp_41,214,1149,modern_human,sent_budget,main
modhuman_064,modhuman,wp_26,263,1345,modern_human,sent_budget,main
modhuman_065,modhuman,wp_251,358,1844,modern_human,sent_budget,main
modhuman_066,modhuman,wp_64,310,1674,modern_human,sent_budget,main
modhuman_067,modhuman,wp_97,205,1097,modern_human,sent_budget,main
modhuman_068,modhuman,wp_60,391,2093,modern_human,sent_budget,main
modhuman_069,modhuman,wp_231,295,1670,modern_human,sent_budget,main
modhuman_070,modhuman,wp_74,313,1801,modern_human,sent_budget,main
modhuman_071,modhuman,wp_252,400,2029,modern_human,sent_budget,main
modhuman_072,modhuman,wp_196,354,1836,modern_human,sent_budget,main
modhuman_073,modhuman,wp_75,377,1959,modern_human,sent_budget,main
modhuman_074,modhuman,wp_202,325,1761,modern_human,sent_budget,main
modhuman_075,modhuman,wp_276,347,1824,modern_human,sent_budget,main
modhuman_076,modhuman,wp_54,374,1917,modern_human,sent_budget,main
modhuman_077,modhuman,wp_236,369,1982,modern_human,sent_budget,main
modhuman_078,modhuman,wp_210,356,1849,modern_human,sent_budget,main
modhuman_079,modhuman,wp_6,370,1894,modern_human,sent_budget,main
modgreat_000,modgreat,Montgomery_BlueCastle_1926,377,2126,1922_1930,sent_budget,main
modgreat_001,modgreat,Remarque_AllQuietWesternFront_1929,208,1072,1922_1930,sent_budget,main
modgreat_002,modgreat,Hemingway_FarewellToArms_1929,325,1724,1922_1930,sent_budget,main
modgreat_003,modgreat,Remarque_AllQuietWesternFront_1929,224,1208,1922_1930,sent_budget,main
modgreat_004,modgreat,Hemingway_SunAlsoRises_1926,211,1105,1922_1930,sent_budget,main
modgreat_005,modgreat,Fitzgerald_Gatsby_1925,183,1000,1922_1930,sent_budget,main
modgreat_006,modgreat,Montgomery_BlueCastle_1926,172,940,1922_1930,sent_budget,main
modgreat_007,modgreat,Hemingway_SunAlsoRises_1926,188,958,1922_1930,sent_budget,main
modgreat_008,modgreat,Montgomery_BlueCastle_1926,282,1620,1922_1930,sent_budget,main
modgreat_009,modgreat,Hammett_MalteseFalcon_1930,369,2092,1922_1930,sent_budget,main
modgreat_010,modgreat,Remarque_AllQuietWesternFront_1929,158,873,1922_1930,sent_budget,main
modgreat_011,modgreat,vonArnim_EnchantedApril_1922,270,1521,1922_1930,sent_budget,main
modgreat_012,modgreat,Faulkner_SoundAndFury_1929,153,751,1922_1930,sent_budget,main
modgreat_013,modgreat,Faulkner_SoundAndFury_1929,386,1928,1922_1930,sent_budget,main
modgreat_014,modgreat,Remarque_AllQuietWesternFront_1929,359,1977,1922_1930,sent_budget,main
modgreat_015,modgreat,Hemingway_SunAlsoRises_1926,364,1876,1922_1930,sent_budget,main
modgreat_016,modgreat,Hammett_MalteseFalcon_1930,279,1508,1922_1930,sent_budget,main
modgreat_017,modgreat,Faulkner_SoundAndFury_1929,322,1700,1922_1930,sent_budget,main
modgreat_018,modgreat,Fitzgerald_Gatsby_1925,250,1452,1922_1930,sent_budget,main
modgreat_019,modgreat,Hemingway_SunAlsoRises_1926,370,2000,1922_1930,sent_budget,main
modgreat_020,modgreat,Montgomery_BlueCastle_1926,208,1134,1922_1930,sent_budget,main
modgreat_021,modgreat,Hemingway_FarewellToArms_1929,225,1106,1922_1930,sent_budget,main
modgreat_022,modgreat,Montgomery_BlueCastle_1926,292,1662,1922_1930,sent_budget,main
modgreat_023,modgreat,Remarque_AllQuietWesternFront_1929,343,2039,1922_1930,sent_budget,main
modgreat_024,modgreat,Fitzgerald_Gatsby_1925,206,1177,1922_1930,sent_budget,main
modgreat_025,modgreat,Hemingway_SunAlsoRises_1926,195,952,1922_1930,sent_budget,main
modgreat_026,modgreat,Hemingway_SunAlsoRises_1926,228,1159,1922_1930,sent_budget,main
modgreat_027,modgreat,Hammett_MalteseFalcon_1930,151,795,1922_1930,sent_budget,main
modgreat_028,modgreat,Hemingway_FarewellToArms_1929,224,1224,1922_1930,sent_budget,main
modgreat_029,modgreat,Montgomery_BlueCastle_1926,291,1692,1922_1930,sent_budget,main
modgreat_030,modgreat,Hemingway_SunAlsoRises_1926,356,1839,1922_1930,sent_budget,main
modgreat_031,modgreat,Hammett_MalteseFalcon_1930,261,1470,1922_1930,sent_budget,main
modgreat_032,modgreat,Faulkner_SoundAndFury_1929,275,1411,1922_1930,sent_budget,main
modgreat_033,modgreat,vonArnim_EnchantedApril_1922,238,1289,1922_1930,sent_budget,main
modgreat_034,modgreat,Montgomery_BlueCastle_1926,388,2219,1922_1930,sent_budget,main
modgreat_035,modgreat,Remarque_AllQuietWesternFront_1929,260,1337,1922_1930,sent_budget,main
modgreat_036,modgreat,Montgomery_BlueCastle_1926,224,1312,1922_1930,sent_budget,main
modgreat_037,modgreat,Montgomery_BlueCastle_1926,203,1089,1922_1930,sent_budget,main
modgreat_038,modgreat,Hemingway_FarewellToArms_1929,190,972,1922_1930,sent_budget,main
modgreat_039,modgreat,Fitzgerald_Gatsby_1925,301,1598,1922_1930,sent_budget,main
modgreat_040,modgreat,Remarque_AllQuietWesternFront_1929,343,1869,1922_1930,sent_budget,main
modgreat_041,modgreat,Hemingway_FarewellToArms_1929,184,967,1922_1930,sent_budget,main
modgreat_042,modgreat,vonArnim_EnchantedApril_1922,231,1312,1922_1930,sent_budget,main
modgreat_043,modgreat,Hemingway_FarewellToArms_1929,301,1549,1922_1930,sent_budget,main
modgreat_044,modgreat,Hemingway_FarewellToArms_1929,374,1875,1922_1930,sent_budget,main
modgreat_045,modgreat,Fitzgerald_Gatsby_1925,351,1956,1922_1930,sent_budget,main
modgreat_046,modgreat,Hemingway_SunAlsoRises_1926,348,1736,1922_1930,sent_budget,main
modgreat_047,modgreat,Remarque_AllQuietWesternFront_1929,383,2098,1922_1930,sent_budget,main
modgreat_048,modgreat,Fitzgerald_Gatsby_1925,336,1760,1922_1930,sent_budget,main
modgreat_049,modgreat,Montgomery_BlueCastle_1926,169,1006,1922_1930,sent_budget,main
modgreat_050,modgreat,Montgomery_BlueCastle_1926,157,891,1922_1930,sent_budget,main
modgreat_051,modgreat,Hemingway_SunAlsoRises_1926,184,932,1922_1930,sent_budget,main
modgreat_052,modgreat,Hammett_MalteseFalcon_1930,307,1705,1922_1930,sent_budget,main
modgreat_053,modgreat,Montgomery_BlueCastle_1926,312,1757,1922_1930,sent_budget,main
modgreat_054,modgreat,Hemingway_SunAlsoRises_1926,289,1567,1922_1930,sent_budget,main
modgreat_055,modgreat,Hemingway_FarewellToArms_1929,285,1545,1922_1930,sent_budget,main
modgreat_056,modgreat,Hammett_MalteseFalcon_1930,338,1755,1922_1930,sent_budget,main
modgreat_057,modgreat,Hammett_MalteseFalcon_1930,213,1172,1922_1930,sent_budget,main
modgreat_058,modgreat,vonArnim_EnchantedApril_1922,312,1750,1922_1930,sent_budget,main
modgreat_059,modgreat,Remarque_AllQuietWesternFront_1929,272,1381,1922_1930,sent_budget,main
modgreat_060,modgreat,Hemingway_SunAlsoRises_1926,201,1039,1922_1930,sent_budget,main
modgreat_061,modgreat,Hammett_MalteseFalcon_1930,298,1562,1922_1930,sent_budget,main
modgreat_062,modgreat,Hemingway_SunAlsoRises_1926,279,1476,1922_1930,sent_budget,main
modgreat_063,modgreat,Remarque_AllQuietWesternFront_1929,230,1299,1922_1930,sent_budget,main
modgreat_064,modgreat,Hammett_MalteseFalcon_1930,384,2031,1922_1930,sent_budget,main
modgreat_065,modgreat,vonArnim_EnchantedApril_1922,196,1075,1922_1930,sent_budget,main
modgreat_066,modgreat,Faulkner_SoundAndFury_1929,223,1165,1922_1930,sent_budget,main
modgreat_067,modgreat,Hammett_MalteseFalcon_1930,361,1807,1922_1930,sent_budget,main
modgreat_068,modgreat,Hammett_MalteseFalcon_1930,387,2213,1922_1930,sent_budget,main
modgreat_069,modgreat,vonArnim_EnchantedApril_1922,251,1416,1922_1930,sent_budget,main
modgreat_070,modgreat,vonArnim_EnchantedApril_1922,302,1683,1922_1930,sent_budget,main
modgreat_071,modgreat,Hemingway_FarewellToArms_1929,393,2047,1922_1930,sent_budget,main
modgreat_072,modgreat,vonArnim_EnchantedApril_1922,398,2247,1922_1930,sent_budget,main
modgreat_073,modgreat,Hammett_MalteseFalcon_1930,288,1588,1922_1930,sent_budget,main
modgreat_074,modgreat,vonArnim_EnchantedApril_1922,326,1835,1922_1930,sent_budget,main
modgreat_075,modgreat,Fitzgerald_Gatsby_1925,328,1791,1922_1930,sent_budget,main
modgreat_076,modgreat,Hemingway_FarewellToArms_1929,194,902,1922_1930,sent_budget,main
modgreat_077,modgreat,vonArnim_EnchantedApril_1922,169,912,1922_1930,sent_budget,main
modgreat_078,modgreat,Faulkner_SoundAndFury_1929,321,1661,1922_1930,sent_budget,main
modgreat_079,modgreat,Fitzgerald_Gatsby_1925,184,915,1922_1930,sent_budget,main
